Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.6079734219269103,0.7475083056478405,0.5681063122923588,0.7109634551495017,0.7342192691029901,0.654485049833887,0.6578073089700996
0.61,0.76,0.6066666666666667,0.6766666666666666,0.6566666666666666,0.6333333333333333,0.6566666666666666
0.5980066445182725,0.7840531561461794,0.6611295681063123,0.7275747508305648,0.6445182724252492,0.6112956810631229,0.6578073089700996
0.6533333333333333,0.7266666666666667,0.7633333333333333,0.68,0.6566666666666666,0.65,0.6566666666666666
0.6378737541528239,0.7807308970099668,0.7043189368770764,0.7308970099667774,0.6943521594684385,0.6411960132890365,0.6578073089700996
0.6033333333333334,0.7733333333333333,0.6933333333333334,0.68,0.7766666666666666,0.64,0.6566666666666666
0.6312292358803987,0.7043189368770764,0.6478405315614618,0.6378737541528239,0.6312292358803987,0.6312292358803987,0.6578073089700996
0.6,0.7433333333333333,0.7433333333333333,0.63,0.6566666666666666,0.59,0.6566666666666666
0.574750830564784,0.7906976744186046,0.6976744186046512,0.7408637873754153,0.6245847176079734,0.5946843853820598,0.6578073089700996
0.6766666666666666,0.8166666666666667,0.7566666666666667,0.7233333333333334,0.73,0.6533333333333333,0.6566666666666666
