Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.9342105263157895,0.9473684210526315,0.9342105263157895,0.868421052631579,0.881578947368421,0.3157894736842105,0.9342105263157895
0.96,0.9733333333333334,0.9466666666666667,0.9466666666666667,0.88,0.4,0.9733333333333334
0.96,0.9333333333333333,0.9733333333333334,0.8933333333333333,0.88,0.24,0.96
0.9459459459459459,0.972972972972973,0.9594594594594594,0.8918918918918919,0.8918918918918919,0.32432432432432434,0.972972972972973
0.9459459459459459,0.972972972972973,0.9594594594594594,0.9054054054054054,0.8918918918918919,0.35135135135135137,0.9324324324324325
0.9324324324324325,0.9459459459459459,0.9324324324324325,0.918918918918919,0.8918918918918919,0.36486486486486486,0.9324324324324325
0.9459459459459459,0.9594594594594594,0.972972972972973,0.918918918918919,0.8918918918918919,0.44594594594594594,0.9459459459459459
0.918918918918919,0.9459459459459459,0.8918918918918919,0.8918918918918919,0.8918918918918919,0.2702702702702703,0.9324324324324325
0.9459459459459459,0.9594594594594594,0.9324324324324325,0.8918918918918919,0.8918918918918919,0.35135135135135137,0.9594594594594594
0.9594594594594594,0.9324324324324325,0.9054054054054054,0.8918918918918919,0.8918918918918919,0.3108108108108108,0.9054054054054054
0.9594594594594594,0.9594594594594594,0.9594594594594594,0.9324324324324325,0.8918918918918919,0.3918918918918919,0.9594594594594594
0.9459459459459459,0.9594594594594594,0.972972972972973,0.9054054054054054,0.8918918918918919,0.32432432432432434,0.9324324324324325
0.9864864864864865,0.9864864864864865,0.972972972972973,0.8918918918918919,0.8918918918918919,0.2702702702702703,0.9864864864864865
0.9459459459459459,0.9594594594594594,0.8918918918918919,0.8918918918918919,0.8918918918918919,0.33783783783783783,0.9459459459459459
0.9594594594594594,0.9459459459459459,0.9594594594594594,0.9459459459459459,0.8918918918918919,0.40540540540540543,0.9459459459459459
0.9459459459459459,0.972972972972973,0.9459459459459459,0.9459459459459459,0.8918918918918919,0.28378378378378377,0.9594594594594594
0.9324324324324325,0.9594594594594594,0.9594594594594594,0.8918918918918919,0.8918918918918919,0.28378378378378377,0.9594594594594594
0.9054054054054054,0.9459459459459459,0.918918918918919,0.9054054054054054,0.8918918918918919,0.28378378378378377,0.9324324324324325
0.9459459459459459,0.9459459459459459,0.9459459459459459,0.8918918918918919,0.8918918918918919,0.14864864864864866,0.9459459459459459
0.8918918918918919,0.918918918918919,0.972972972972973,0.8918918918918919,0.8918918918918919,0.32432432432432434,0.9459459459459459
