Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.8181818181818182,0.9090909090909091,0.7272727272727273,0.8181818181818182,0.45454545454545453,0.9090909090909091,0.9545454545454546
0.6818181818181818,0.9090909090909091,0.7727272727272727,0.7727272727272727,0.45454545454545453,0.9090909090909091,0.9545454545454546
0.8181818181818182,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.45454545454545453,0.9090909090909091,0.9545454545454546
0.7727272727272727,0.8181818181818182,0.7727272727272727,0.8181818181818182,0.45454545454545453,0.8636363636363636,0.9090909090909091
0.8636363636363636,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.45454545454545453,0.9090909090909091,1.0
0.8636363636363636,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.45454545454545453,0.9090909090909091,1.0
0.8181818181818182,0.8636363636363636,0.7727272727272727,0.8181818181818182,0.45454545454545453,0.9090909090909091,0.9090909090909091
0.8181818181818182,0.8181818181818182,0.5909090909090909,0.6818181818181818,0.45454545454545453,0.9090909090909091,0.8636363636363636
0.8181818181818182,0.8636363636363636,0.7272727272727273,0.8181818181818182,0.45454545454545453,0.9090909090909091,0.9545454545454546
0.7727272727272727,0.8636363636363636,0.7272727272727273,0.7727272727272727,0.45454545454545453,0.8636363636363636,0.8636363636363636
0.9090909090909091,0.9090909090909091,0.7727272727272727,0.8181818181818182,0.45454545454545453,0.9090909090909091,1.0
0.8181818181818182,0.9090909090909091,0.7727272727272727,0.7727272727272727,0.45454545454545453,0.9090909090909091,0.7727272727272727
0.7272727272727273,0.8636363636363636,0.6818181818181818,0.7727272727272727,0.45454545454545453,0.9090909090909091,0.9545454545454546
0.5909090909090909,0.8181818181818182,0.7272727272727273,0.8636363636363636,0.45454545454545453,0.8181818181818182,0.8181818181818182
0.9090909090909091,0.9090909090909091,0.8636363636363636,0.8181818181818182,0.45454545454545453,0.8636363636363636,0.9090909090909091
0.7727272727272727,0.8636363636363636,0.7272727272727273,0.9090909090909091,0.45454545454545453,0.9090909090909091,0.9545454545454546
0.9090909090909091,0.9090909090909091,0.7727272727272727,0.8636363636363636,0.45454545454545453,0.9090909090909091,0.9545454545454546
0.8181818181818182,0.9090909090909091,0.7727272727272727,0.8181818181818182,0.45454545454545453,0.9090909090909091,0.9545454545454546
0.9,0.9,0.8,0.9,0.45,0.9,1.0
0.7894736842105263,0.8947368421052632,0.7894736842105263,0.7368421052631579,0.47368421052631576,0.8421052631578947,0.7368421052631579
0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8947368421052632,0.47368421052631576,0.9473684210526315,0.9473684210526315
0.7894736842105263,0.8947368421052632,0.7894736842105263,0.7894736842105263,0.47368421052631576,0.9473684210526315,0.8947368421052632
0.6842105263157895,0.8947368421052632,0.7894736842105263,0.7894736842105263,0.47368421052631576,0.8947368421052632,0.8421052631578947
0.8947368421052632,0.9473684210526315,0.6842105263157895,0.7894736842105263,0.47368421052631576,0.9473684210526315,0.8421052631578947
0.8947368421052632,0.8947368421052632,0.8421052631578947,0.8947368421052632,0.47368421052631576,0.9473684210526315,0.8947368421052632
0.7894736842105263,0.8947368421052632,0.631578947368421,0.8421052631578947,0.47368421052631576,0.9473684210526315,0.9473684210526315
0.7368421052631579,0.8947368421052632,0.8947368421052632,0.8421052631578947,0.47368421052631576,0.9473684210526315,0.8947368421052632
0.8947368421052632,0.8947368421052632,0.7368421052631579,0.7894736842105263,0.47368421052631576,0.9473684210526315,0.8421052631578947
0.8947368421052632,0.9473684210526315,0.7894736842105263,0.8421052631578947,0.47368421052631576,0.9473684210526315,1.0
0.7368421052631579,0.8947368421052632,0.7368421052631579,0.7368421052631579,0.47368421052631576,0.9473684210526315,0.9473684210526315
