Nearest Neighbors,RBF SVM,Decision Tree,Random Forest,Neural Net,Naive Bayes,Linear SVM
0.5737704918032787,0.8688524590163934,0.7868852459016393,0.7540983606557377,0.6557377049180327,0.5901639344262295,0.6557377049180327
0.6229508196721312,0.9016393442622951,0.8688524590163934,0.7049180327868853,0.8360655737704918,0.6557377049180327,0.6557377049180327
0.6229508196721312,0.8852459016393442,0.819672131147541,0.7377049180327869,0.6557377049180327,0.6557377049180327,0.6557377049180327
0.6229508196721312,0.7868852459016393,0.6885245901639344,0.639344262295082,0.6557377049180327,0.639344262295082,0.6557377049180327
0.7049180327868853,0.9016393442622951,0.8032786885245902,0.6885245901639344,0.6557377049180327,0.5409836065573771,0.6557377049180327
0.65,0.8,0.7666666666666667,0.7333333333333333,0.65,0.65,0.65
0.6610169491525424,0.9322033898305084,0.8135593220338984,0.711864406779661,0.6610169491525424,0.6610169491525424,0.6610169491525424
0.6949152542372882,0.864406779661017,0.7457627118644068,0.6779661016949152,0.6610169491525424,0.6610169491525424,0.6610169491525424
0.6271186440677966,0.8305084745762712,0.7457627118644068,0.6779661016949152,0.6779661016949152,0.6610169491525424,0.6610169491525424
0.6271186440677966,0.7796610169491526,0.6440677966101694,0.6610169491525424,0.6779661016949152,0.6610169491525424,0.6610169491525424
