Naive Bayes,Nearest Neighbors
0.6129032258064516,0.6774193548387096
0.6451612903225806,0.5161290322580645
0.6129032258064516,0.7419354838709677
0.6451612903225806,0.6451612903225806
0.6451612903225806,0.7741935483870968
0.6451612903225806,0.5161290322580645
0.6666666666666666,0.7
0.6666666666666666,0.7
0.6666666666666666,0.6333333333333333
0.6666666666666666,0.7666666666666667
0.6666666666666666,0.7666666666666667
0.6666666666666666,0.6666666666666666
0.6666666666666666,0.6333333333333333
0.6666666666666666,0.8
0.6666666666666666,0.6333333333333333
0.6551724137931034,0.7931034482758621
0.6551724137931034,0.7931034482758621
0.6551724137931034,0.6206896551724138
0.6206896551724138,0.4827586206896552
0.6551724137931034,0.6206896551724138
